facility_id,scene_id,datetime,cloud_cover,self_href,data_href
colakoglu-gebze,ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z,2024-02-23T09:21:41.606143Z,1.0,/ida/hyperspectral/EnMAP/L2A/2024/02/23/DT0000062521/04/ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z/ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/02/23/DT0000062521/04/ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z/ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z-METADATA.XML
habas-aliaga,ENMAP01-____L2A-DT0000126537_20250415T093322Z_011_V010502_20250417T210515Z,2025-04-15T09:33:22Z,0.0,/geoservice/repository/ENMAP/L2A/2025/04/15/DT0000126537/11/ENMAP01-____L2A-DT0000126537_20250415T093322Z_011_V010502_20250417T210515Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/04/15/DT0000126537/11/ENMAP01-____L2A-DT0000126537_20250415T093322Z_011_V010502_20250417T210515Z-METADATA.XML
habas-aliaga,ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z,2024-08-15T09:32:54.905235Z,0.0,/ida/hyperspectral/EnMAP/L2A/2024/08/15/DT0000087645/18/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/15/DT0000087645/18/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z-METADATA.XML
habas-aliaga,ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z,2024-08-15T09:32:54.905235Z,0.0,/ida/hyperspectral/EnMAP/L2A/2024/08/15/DT0000087645/18/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/15/DT0000087645/18/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z-METADATA.XML
habas-aliaga,ENMAP01-____L2A-DT0000012071_20230325T093705Z_002_V010502_20251126T140253Z,2023-03-25T09:37:05Z,0.0,/geoservice/repository/ENMAP/L2A/2023/03/25/DT0000012071/02/ENMAP01-____L2A-DT0000012071_20230325T093705Z_002_V010502_20251126T140253Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/03/25/DT0000012071/02/ENMAP01-____L2A-DT0000012071_20230325T093705Z_002_V010502_20251126T140253Z-METADATA.XML
kardemir-karabuk,ENMAP01-____L2A-DT0000065519_20240317T091805Z_003_V010402_20240321T013503Z,2024-03-17T09:18:08.157752Z,23.0,https://geoservice.dlr.de/eoc/ogc/stac/v1/collections/ENMAP_HSI_L2A/items/ENMAP01-____L2A-DT0000065519_20240317T091805Z_003_V010402_20240321T013503Z,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/03/17/DT0000065519/03/ENMAP01-____L2A-DT0000065519_20240317T091805Z_003_V010402_20240321T013503Z-METADATA.XML
kardemir-karabuk,ENMAP01-____L2A-DT0000065519_20240317T091805Z_003_V010502_20260227T064743Z,2024-03-17T09:18:08.157752Z,23.0,/ida/hyperspectral/EnMAP/L2A/2024/03/17/DT0000065519/03/ENMAP01-____L2A-DT0000065519_20240317T091805Z_003_V010502_20260227T064743Z/ENMAP01-____L2A-DT0000065519_20240317T091805Z_003_V010502_20260227T064743Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/03/17/DT0000065519/03/ENMAP01-____L2A-DT0000065519_20240317T091805Z_003_V010502_20260227T064743Z/ENMAP01-____L2A-DT0000065519_20240317T091805Z_003_V010502_20260227T064743Z-METADATA.XML
kardemir-karabuk,ENMAP01-____L2A-DT0000063264_20240227T092457Z_003_V010502_20260219T032807Z,2024-02-27T09:25:00.176670Z,6.0,/ida/hyperspectral/EnMAP/L2A/2024/02/27/DT0000063264/03/ENMAP01-____L2A-DT0000063264_20240227T092457Z_003_V010502_20260219T032807Z/ENMAP01-____L2A-DT0000063264_20240227T092457Z_003_V010502_20260219T032807Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/02/27/DT0000063264/03/ENMAP01-____L2A-DT0000063264_20240227T092457Z_003_V010502_20260219T032807Z/ENMAP01-____L2A-DT0000063264_20240227T092457Z_003_V010502_20260219T032807Z-METADATA.XML
kardemir-karabuk,ENMAP01-____L2A-DT0000063264_20240227T092453Z_002_V010502_20250412T112342Z,2024-02-27T09:24:53Z,6.0,/geoservice/repository/ENMAP/L2A/2024/02/27/DT0000063264/02/ENMAP01-____L2A-DT0000063264_20240227T092453Z_002_V010502_20250412T112342Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/02/27/DT0000063264/02/ENMAP01-____L2A-DT0000063264_20240227T092453Z_002_V010502_20250412T112342Z-METADATA.XML
kardemir-karabuk,ENMAP01-____L2A-DT0000063264_20240227T092453Z_002_V010502_20260219T042015Z,2024-02-27T09:24:55.724578Z,6.0,/ida/hyperspectral/EnMAP/L2A/2024/02/27/DT0000063264/02/ENMAP01-____L2A-DT0000063264_20240227T092453Z_002_V010502_20260219T042015Z/ENMAP01-____L2A-DT0000063264_20240227T092453Z_002_V010502_20260219T042015Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/02/27/DT0000063264/02/ENMAP01-____L2A-DT0000063264_20240227T092453Z_002_V010502_20260219T042015Z/ENMAP01-____L2A-DT0000063264_20240227T092453Z_002_V010502_20260219T042015Z-METADATA.XML
izdemir-aliaga,ENMAP01-____L2A-DT0000126537_20250415T093322Z_011_V010502_20250417T210515Z,2025-04-15T09:33:22Z,0.0,/geoservice/repository/ENMAP/L2A/2025/04/15/DT0000126537/11/ENMAP01-____L2A-DT0000126537_20250415T093322Z_011_V010502_20250417T210515Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/04/15/DT0000126537/11/ENMAP01-____L2A-DT0000126537_20250415T093322Z_011_V010502_20250417T210515Z-METADATA.XML
izdemir-aliaga,ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010402_20240819T094342Z,2024-08-15T09:32:59.357339Z,0.0,/ida/hyperspectral/EnMAP/L2A/2024/08/15/DT0000087645/19/ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010402_20240819T094342Z/ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010402_20240819T094342Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/15/DT0000087645/19/ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010402_20240819T094342Z/ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010402_20240819T094342Z-METADATA.XML
izdemir-aliaga,ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010502_20260509T234042Z,2024-08-15T09:32:59.357339Z,0.0,/ida/hyperspectral/EnMAP/L2A/2024/08/15/DT0000087645/19/ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010502_20260509T234042Z/ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010502_20260509T234042Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/15/DT0000087645/19/ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010502_20260509T234042Z/ENMAP01-____L2A-DT0000087645_20240815T093257Z_019_V010502_20260509T234042Z-METADATA.XML
izdemir-aliaga,ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z,2024-08-15T09:32:54.905235Z,0.0,/ida/hyperspectral/EnMAP/L2A/2024/08/15/DT0000087645/18/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/15/DT0000087645/18/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010402_20240819T094342Z-METADATA.XML
izdemir-aliaga,ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z,2024-08-15T09:32:54.905235Z,0.0,/ida/hyperspectral/EnMAP/L2A/2024/08/15/DT0000087645/18/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/15/DT0000087645/18/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z/ENMAP01-____L2A-DT0000087645_20240815T093252Z_018_V010502_20260509T234042Z-METADATA.XML
izdemir-aliaga,ENMAP01-____L2A-DT0000012071_20230325T093705Z_002_V010502_20251126T140253Z,2023-03-25T09:37:05Z,0.0,/geoservice/repository/ENMAP/L2A/2023/03/25/DT0000012071/02/ENMAP01-____L2A-DT0000012071_20230325T093705Z_002_V010502_20251126T140253Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/03/25/DT0000012071/02/ENMAP01-____L2A-DT0000012071_20230325T093705Z_002_V010502_20251126T140253Z-METADATA.XML
assan-tuzla,ENMAP01-____L2A-DT0000164236_20251117T093231Z_005_V010505_20251119T042541Z,2025-11-17T09:32:31Z,1.0,/geoservice/repository/ENMAP/L2A/2025/11/17/DT0000164236/05/ENMAP01-____L2A-DT0000164236_20251117T093231Z_005_V010505_20251119T042541Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/11/17/DT0000164236/05/ENMAP01-____L2A-DT0000164236_20251117T093231Z_005_V010505_20251119T042541Z-METADATA.XML
assan-tuzla,ENMAP01-____L2A-DT0000050962_20231115T092932Z_005_V010502_20250225T151149Z,2023-11-15T09:29:32Z,0.0,/geoservice/repository/ENMAP/L2A/2023/11/15/DT0000050962/05/ENMAP01-____L2A-DT0000050962_20231115T092932Z_005_V010502_20250225T151149Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/11/15/DT0000050962/05/ENMAP01-____L2A-DT0000050962_20231115T092932Z_005_V010502_20250225T151149Z-METADATA.XML
assan-tuzla,ENMAP01-____L2A-DT0000050962_20231115T092932Z_005_V010502_20260111T191320Z,2023-11-15T09:29:32Z,0.0,/geoservice/repository/ENMAP/L2A/2023/11/15/DT0000050962/05/ENMAP01-____L2A-DT0000050962_20231115T092932Z_005_V010502_20260111T191320Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/11/15/DT0000050962/05/ENMAP01-____L2A-DT0000050962_20231115T092932Z_005_V010502_20260111T191320Z-METADATA.XML
assan-tuzla,ENMAP01-____L2A-DT0000050962_20231115T092928Z_004_V010502_20250225T150647Z,2023-11-15T09:29:28Z,3.0,/geoservice/repository/ENMAP/L2A/2023/11/15/DT0000050962/04/ENMAP01-____L2A-DT0000050962_20231115T092928Z_004_V010502_20250225T150647Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/11/15/DT0000050962/04/ENMAP01-____L2A-DT0000050962_20231115T092928Z_004_V010502_20250225T150647Z-METADATA.XML
assan-tuzla,ENMAP01-____L2A-DT0000050962_20231115T092928Z_004_V010502_20260111T185817Z,2023-11-15T09:29:28Z,3.0,/geoservice/repository/ENMAP/L2A/2023/11/15/DT0000050962/04/ENMAP01-____L2A-DT0000050962_20231115T092928Z_004_V010502_20260111T185817Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/11/15/DT0000050962/04/ENMAP01-____L2A-DT0000050962_20231115T092928Z_004_V010502_20260111T185817Z-METADATA.XML
asas-akyazi,ENMAP01-____L2A-DT0000041980_20230914T092235Z_003_V010502_20250213T033454Z,2023-09-14T09:22:35Z,0.0,/geoservice/repository/ENMAP/L2A/2023/09/14/DT0000041980/03/ENMAP01-____L2A-DT0000041980_20230914T092235Z_003_V010502_20250213T033454Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/09/14/DT0000041980/03/ENMAP01-____L2A-DT0000041980_20230914T092235Z_003_V010502_20250213T033454Z-METADATA.XML
asas-akyazi,ENMAP01-____L2A-DT0000041980_20230914T092231Z_002_V010502_20250213T033222Z,2023-09-14T09:22:31Z,0.0,/geoservice/repository/ENMAP/L2A/2023/09/14/DT0000041980/02/ENMAP01-____L2A-DT0000041980_20230914T092231Z_002_V010502_20250213T033222Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/09/14/DT0000041980/02/ENMAP01-____L2A-DT0000041980_20230914T092231Z_002_V010502_20250213T033222Z-METADATA.XML
asas-akyazi,ENMAP01-____L2A-DT0000041980_20230914T092231Z_002_V010502_20260102T185958Z,2023-09-14T09:22:31Z,0.0,/geoservice/repository/ENMAP/L2A/2023/09/14/DT0000041980/02/ENMAP01-____L2A-DT0000041980_20230914T092231Z_002_V010502_20260102T185958Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/09/14/DT0000041980/02/ENMAP01-____L2A-DT0000041980_20230914T092231Z_002_V010502_20260102T185958Z-METADATA.XML
toros-mersin,ENMAP01-____L2A-DT0000141553_20250708T091155Z_019_V010502_20250711T022201Z,2025-07-08T09:11:55Z,0.0,/geoservice/repository/ENMAP/L2A/2025/07/08/DT0000141553/19/ENMAP01-____L2A-DT0000141553_20250708T091155Z_019_V010502_20250711T022201Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/07/08/DT0000141553/19/ENMAP01-____L2A-DT0000141553_20250708T091155Z_019_V010502_20250711T022201Z-METADATA.XML
toros-mersin,ENMAP01-____L2A-DT0000141553_20250708T091150Z_018_V010502_20250711T022201Z,2025-07-08T09:11:50Z,3.0,/geoservice/repository/ENMAP/L2A/2025/07/08/DT0000141553/18/ENMAP01-____L2A-DT0000141553_20250708T091150Z_018_V010502_20250711T022201Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/07/08/DT0000141553/18/ENMAP01-____L2A-DT0000141553_20250708T091150Z_018_V010502_20250711T022201Z-METADATA.XML
toros-samsun,ENMAP01-____L2A-DT0000141553_20250708T091039Z_002_V010502_20250711T021726Z,2025-07-08T09:10:39Z,0.0,/geoservice/repository/ENMAP/L2A/2025/07/08/DT0000141553/02/ENMAP01-____L2A-DT0000141553_20250708T091039Z_002_V010502_20250711T021726Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/07/08/DT0000141553/02/ENMAP01-____L2A-DT0000141553_20250708T091039Z_002_V010502_20250711T021726Z-METADATA.XML
toros-samsun,ENMAP01-____L2A-DT0000141553_20250708T091035Z_001_V010502_20250711T021719Z,2025-07-08T09:10:35Z,0.0,/geoservice/repository/ENMAP/L2A/2025/07/08/DT0000141553/01/ENMAP01-____L2A-DT0000141553_20250708T091035Z_001_V010502_20250711T021719Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/07/08/DT0000141553/01/ENMAP01-____L2A-DT0000141553_20250708T091035Z_001_V010502_20250711T021719Z-METADATA.XML
toros-ceyhan,ENMAP01-____L2A-DT0000165586_20251127T085346Z_011_V010505_20251129T032908Z,2025-11-27T08:53:46Z,0.0,/geoservice/repository/ENMAP/L2A/2025/11/27/DT0000165586/11/ENMAP01-____L2A-DT0000165586_20251127T085346Z_011_V010505_20251129T032908Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/11/27/DT0000165586/11/ENMAP01-____L2A-DT0000165586_20251127T085346Z_011_V010505_20251129T032908Z-METADATA.XML
gubretas-izmit,ENMAP01-____L2A-DT0000172649_20260106T092922Z_004_V010505_20260107T183756Z,2026-01-06T09:29:22Z,15.0,/geoservice/repository/ENMAP/L2A/2026/01/06/DT0000172649/04/ENMAP01-____L2A-DT0000172649_20260106T092922Z_004_V010505_20260107T183756Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2026/01/06/DT0000172649/04/ENMAP01-____L2A-DT0000172649_20260106T092922Z_004_V010505_20260107T183756Z-METADATA.XML
gubretas-izmit,ENMAP01-____L2A-DT0000094515_20240926T092134Z_001_V010402_20240927T025537Z,2024-09-26T09:21:34Z,0.0,https://geoservice.dlr.de/eoc/ogc/stac/v1/collections/ENMAP_HSI_L2A/items/ENMAP01-____L2A-DT0000094515_20240926T092134Z_001_V010402_20240927T025537Z,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/09/26/DT0000094515/01/ENMAP01-____L2A-DT0000094515_20240926T092134Z_001_V010402_20240927T025537Z-METADATA.XML
gubretas-izmit,ENMAP01-____L2A-DT0000094515_20240926T092134Z_001_V010502_20260524T160231Z,2024-09-26T09:21:37.095214Z,0.0,/ida/hyperspectral/EnMAP/L2A/2024/09/26/DT0000094515/01/ENMAP01-____L2A-DT0000094515_20240926T092134Z_001_V010502_20260524T160231Z/ENMAP01-____L2A-DT0000094515_20240926T092134Z_001_V010502_20260524T160231Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/09/26/DT0000094515/01/ENMAP01-____L2A-DT0000094515_20240926T092134Z_001_V010502_20260524T160231Z/ENMAP01-____L2A-DT0000094515_20240926T092134Z_001_V010502_20260524T160231Z-METADATA.XML
gubretas-izmit,ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010402_20240819T231511Z,2024-08-19T09:36:09.111246Z,1.0,/ida/hyperspectral/EnMAP/L2A/2024/08/19/DT0000088481/01/ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010402_20240819T231511Z/ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010402_20240819T231511Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/19/DT0000088481/01/ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010402_20240819T231511Z/ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010402_20240819T231511Z-METADATA.XML
gubretas-izmit,ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010502_20260511T034648Z,2024-08-19T09:36:09.111246Z,1.0,/ida/hyperspectral/EnMAP/L2A/2024/08/19/DT0000088481/01/ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010502_20260511T034648Z/ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010502_20260511T034648Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/19/DT0000088481/01/ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010502_20260511T034648Z/ENMAP01-____L2A-DT0000088481_20240819T093606Z_001_V010502_20260511T034648Z-METADATA.XML
gubretas-izmit,ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z,2024-02-23T09:21:41.606143Z,1.0,/ida/hyperspectral/EnMAP/L2A/2024/02/23/DT0000062521/04/ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z/ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/02/23/DT0000062521/04/ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z/ENMAP01-____L2A-DT0000062521_20240223T092139Z_004_V010502_20260217T125944Z-METADATA.XML
gubretas-izmit,ENMAP01-____L2A-DT0000062521_20240223T092134Z_003_V010502_20260217T124728Z,2024-02-23T09:21:37.154039Z,1.0,/ida/hyperspectral/EnMAP/L2A/2024/02/23/DT0000062521/03/ENMAP01-____L2A-DT0000062521_20240223T092134Z_003_V010502_20260217T124728Z/ENMAP01-____L2A-DT0000062521_20240223T092134Z_003_V010502_20260217T124728Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/02/23/DT0000062521/03/ENMAP01-____L2A-DT0000062521_20240223T092134Z_003_V010502_20260217T124728Z/ENMAP01-____L2A-DT0000062521_20240223T092134Z_003_V010502_20260217T124728Z-METADATA.XML
bagfas-bandirma,ENMAP01-____L2A-DT0000133841_20250604T092945Z_005_V010502_20250606T170451Z,2025-06-04T09:29:45Z,0.0,/geoservice/repository/ENMAP/L2A/2025/06/04/DT0000133841/05/ENMAP01-____L2A-DT0000133841_20250604T092945Z_005_V010502_20250606T170451Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/06/04/DT0000133841/05/ENMAP01-____L2A-DT0000133841_20250604T092945Z_005_V010502_20250606T170451Z-METADATA.XML
bagfas-bandirma,ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010402_20240716T141318Z,2024-07-15T09:29:25.167764Z,1.0,/ida/hyperspectral/EnMAP/L2A/2024/07/15/DT0000083941/01/ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010402_20240716T141318Z/ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010402_20240716T141318Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/07/15/DT0000083941/01/ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010402_20240716T141318Z/ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010402_20240716T141318Z-METADATA.XML
bagfas-bandirma,ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010502_20260426T012634Z,2024-07-15T09:29:25.167764Z,1.0,/ida/hyperspectral/EnMAP/L2A/2024/07/15/DT0000083941/01/ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010502_20260426T012634Z/ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010502_20260426T012634Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/07/15/DT0000083941/01/ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010502_20260426T012634Z/ENMAP01-____L2A-DT0000083941_20240715T092922Z_001_V010502_20260426T012634Z-METADATA.XML
bagfas-bandirma,ENMAP01-____L2A-DT0000040578_20230907T094042Z_005_V010502_20251231T181649Z,2023-09-07T09:40:42Z,14.0,/geoservice/repository/ENMAP/L2A/2023/09/07/DT0000040578/05/ENMAP01-____L2A-DT0000040578_20230907T094042Z_005_V010502_20251231T181649Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/09/07/DT0000040578/05/ENMAP01-____L2A-DT0000040578_20230907T094042Z_005_V010502_20251231T181649Z-METADATA.XML
afyon-cimento,ENMAP01-____L2A-DT0000144634_20250724T092541Z_011_V010502_20250727T035624Z,2025-07-24T09:25:41Z,0.0,/geoservice/repository/ENMAP/L2A/2025/07/24/DT0000144634/11/ENMAP01-____L2A-DT0000144634_20250724T092541Z_011_V010502_20250727T035624Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/07/24/DT0000144634/11/ENMAP01-____L2A-DT0000144634_20250724T092541Z_011_V010502_20250727T035624Z-METADATA.XML
afyon-cimento,ENMAP01-____L2A-DT0000144634_20250724T092536Z_010_V010502_20250727T035613Z,2025-07-24T09:25:36Z,0.0,/geoservice/repository/ENMAP/L2A/2025/07/24/DT0000144634/10/ENMAP01-____L2A-DT0000144634_20250724T092536Z_010_V010502_20250727T035613Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/07/24/DT0000144634/10/ENMAP01-____L2A-DT0000144634_20250724T092536Z_010_V010502_20250727T035613Z-METADATA.XML
afyon-cimento,ENMAP01-____L2A-DT0000091529_20240830T092245Z_012_V010402_20240903T011128Z,2024-08-30T09:22:45Z,19.0,https://geoservice.dlr.de/eoc/ogc/stac/v1/collections/ENMAP_HSI_L2A/items/ENMAP01-____L2A-DT0000091529_20240830T092245Z_012_V010402_20240903T011128Z,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/30/DT0000091529/12/ENMAP01-____L2A-DT0000091529_20240830T092245Z_012_V010402_20240903T011128Z-METADATA.XML
afyon-cimento,ENMAP01-____L2A-DT0000091529_20240830T092245Z_012_V010502_20260515T071232Z,2024-08-30T09:22:47.404064Z,19.0,/ida/hyperspectral/EnMAP/L2A/2024/08/30/DT0000091529/12/ENMAP01-____L2A-DT0000091529_20240830T092245Z_012_V010502_20260515T071232Z/ENMAP01-____L2A-DT0000091529_20240830T092245Z_012_V010502_20260515T071232Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/30/DT0000091529/12/ENMAP01-____L2A-DT0000091529_20240830T092245Z_012_V010502_20260515T071232Z/ENMAP01-____L2A-DT0000091529_20240830T092245Z_012_V010502_20260515T071232Z-METADATA.XML
afyon-cimento,ENMAP01-____L2A-DT0000091529_20240830T092240Z_011_V010402_20240903T010930Z,2024-08-30T09:22:40Z,8.0,https://geoservice.dlr.de/eoc/ogc/stac/v1/collections/ENMAP_HSI_L2A/items/ENMAP01-____L2A-DT0000091529_20240830T092240Z_011_V010402_20240903T010930Z,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/30/DT0000091529/11/ENMAP01-____L2A-DT0000091529_20240830T092240Z_011_V010402_20240903T010930Z-METADATA.XML
afyon-cimento,ENMAP01-____L2A-DT0000091529_20240830T092240Z_011_V010502_20260515T071209Z,2024-08-30T09:22:42.951965Z,8.0,/ida/hyperspectral/EnMAP/L2A/2024/08/30/DT0000091529/11/ENMAP01-____L2A-DT0000091529_20240830T092240Z_011_V010502_20260515T071209Z/ENMAP01-____L2A-DT0000091529_20240830T092240Z_011_V010502_20260515T071209Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2024/08/30/DT0000091529/11/ENMAP01-____L2A-DT0000091529_20240830T092240Z_011_V010502_20260515T071209Z/ENMAP01-____L2A-DT0000091529_20240830T092240Z_011_V010502_20260515T071209Z-METADATA.XML
afyon-cimento,ENMAP01-____L2A-DT0000036642_20230826T092948Z_010_V010502_20251228T162354Z,2023-08-26T09:29:48Z,0.0,/geoservice/repository/ENMAP/L2A/2023/08/26/DT0000036642/10/ENMAP01-____L2A-DT0000036642_20230826T092948Z_010_V010502_20251228T162354Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/08/26/DT0000036642/10/ENMAP01-____L2A-DT0000036642_20230826T092948Z_010_V010502_20251228T162354Z-METADATA.XML
afyon-cimento,ENMAP01-____L2A-DT0000007564_20230214T202151Z_006_V010502_20251117T212904Z,2023-02-14T20:21:51Z,0.0,/geoservice/repository/ENMAP/L2A/2023/02/14/DT0000007564/06/ENMAP01-____L2A-DT0000007564_20230214T202151Z_006_V010502_20251117T212904Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2023/02/14/DT0000007564/06/ENMAP01-____L2A-DT0000007564_20230214T202151Z_006_V010502_20251117T212904Z-METADATA.XML
batisoke-soke,ENMAP01-____L2A-DT0000146188_20250805T093650Z_015_V010502_20250808T232325Z,2025-08-05T09:36:50Z,0.0,/geoservice/repository/ENMAP/L2A/2025/08/05/DT0000146188/15/ENMAP01-____L2A-DT0000146188_20250805T093650Z_015_V010502_20250808T232325Z_stac.json,https://download.geoservice.dlr.de/ENMAP/files/L2A/2025/08/05/DT0000146188/15/ENMAP01-____L2A-DT0000146188_20250805T093650Z_015_V010502_20250808T232325Z-METADATA.XML
